university,konu,tr,en
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,Eşsıfırsal olmayan üç katlı eğrilerin monodromi Alexander modüllerini tasnif ettik.,We classify the monodromy Alexander modules of non-isotrivial trigonal curves.
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Bu ¸calı¸smada, sitelerdeki ¸seafler ¨uzerinde geometri yapmayı inceliyoruz. Sitelerimizin kategorileri belirli bir geometri i¸cin yapı ta¸sları olan nesnelerden olu¸sur. Genelle¸stirilmi¸s uzaylar o zaman bu t¨ur sitelerde sheafler olacak. Daha sonra varyete kavramını tanıtıyoruz ve diffeolojiler olarak bilinen belirli varyetelerin kategorisi ile p¨ur¨uzs¨uz manifoldlar kategorisinin ili¸skisini inceliyoruz. Yol boyunca, schemeler de simetrik monodyal kategoriler ¨uzerinde varyeteler olarak genelle¸stirilecektir. Ayrıca, bazı iyi bilinen geometrik yapıların genelle¸stirilmi¸s uzaylar ¨uzerine yapılara nasıl ¸cevrilebilece˘gini g¨osterece˘giz.","In this work, we study doing geometry on sheaves on sites. Categories of our sites consist of objects that are building blocks for a given geometry. Generalized spaces then will be sheaves on these sort of sites. Next we introduce the notion of varieties, and show the relationship between certain class of varieties known as diffeologies with the category of smooth manifolds. Along the way, the notion of schemes will be generalized as a variety on symmetric monoidal categories. And we show how a differential geometric construction on a site can be translated to a construction on generalized spaces."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Kendine benzer kümeler fraktalların geometrik benzerlik dönüşümü altında değişmez olan bir sınıfıdır. Bu tezde kendine benzer kümeler üzerinde çalıştık. Kendine benzer küme K'nin tanımını verdik ve bu kümelerin varlık teoreminin kanıtını sunduk. Kaydırma uzayını tanımladık. Kaydırma uzayı ve kendine benzer küme K arasında bir bağıntı tanımladık. Çakışma kümesini, kritik ve post-kritik kümelerini tanıttık. Kaydırma uzayında periyodik dizileri tanımladık. K'yi tanımlamada periyodik dizileri kullanarak bir karakterizasyon verdik. Kendine benzer kümeleri topolojik olarak tanımlamak amacıyla kendine benzer yapıyı tanımladık. Kendine benzer yapının lokal topolojisini açıkladık. Kendine benzer yapılar arasında izomorfizmi tanımladık. Kendine benzer yapı için çakışma kümesi, kritik ve post-kritik kümeleri tanıttık ve bu kümelerin kendine benzer yapı üzerinde belirlediği topolojik yapıyı karakterize ettik. Minimal olan kendine benzer yapıyı açıkladık ve bu yapının araştırılması için bir karakterizasyon teoremi verdik. Kaydırma uzayının parçalanması tanımını yaptık. Post-kritik sonlu kümeyi tanımladık.","Self-similar sets are one class of fractals that are invariant under geometric similarities. In this thesis, we study on self-similar sets. We give the definition of a self-similar set K and present the proof the existence theorem of such a set. We define the shift space. We define a relation between the shift space and K. We show the self-similarity of the shift space. We define overlapping set, critical and post-critical set for a self-similar set. We give the characterization of K by the periodic sequences in the shift space. We give the notion of a self-similar structure and define a self-similar set purely topologically. We give its local topology. We define isomorphism between self-similar structures so that we can have a classification of self-similar structures. We point out that the critical set for a self-similar structure provides us with a characterization for determining the topological structure of a self-similar structure. We define the notion of minimality for a self-similar structure and give a characterization theorem for investigating the minimality of a self-similar structure. We define a post-critically finite self-similar structure."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Bu çalışmada zaman gecikme teriminin uzlaşma dinamiği üzerindeki etkileri incelenmektedir. Gecikme teriminin varlığı, problemi, bir adi diferansiyel denklem sistemi yerine sonsuz boyutlu bir uzayda ele almayı gerektirir. Gecikme teriminin kararlılığı etkilemediği literatürde gösterilmiş olmakla beraber, bunun ötesindeki detaylı etkileri bilinmemektedir. Bu çalışmada, gecikme teriminin çoğu ağ için yakınsama hızını yavaşlattığı, fakat bazı özel ağlar içinse tam tersine hızlandırdığı gösterilmektedir. Gecikme altında hızlanan bu özel ağların yapısal özellikleri detaylı olarak incelenmektedir.","We discuss consensus problems under time delays. The presence of time delays results in an infinite-dimensional system rather than a system of ordinary differential equations. It has been shown that information transmission delays do not influence whether the system converges to a consensus value; however, further effects of delays are unknown. We show that time delays in most graphs decreases the convergence speed; while somewhat surprisingly, they can improve convergence in certain special graphs. We discuss the structure of graphs for which such improvement is possible."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"26 tane sporadik sonlu basit gruplardan 5 tanesi 1861 ve 1873 yıllarında E. Mathieu tarafından keşfedildi. Bu Mathieu grupları tezimizin odak noktası. Tezde bu grupların basitliğini elementer yollarla kanıtladık. E. Witt Mathieu gruplarla kombinatorik bir yapı olan Steiner sistemler arasındaki bağlantıyı fark etti. Biz E. Witt'in grupları oluşturma yolunu takip ettik ve bu yüzden Mathieu grupları Steiner sistemlerin otomorfizması olarak tanımladık. Tezdeki çalışmanın büyük bölümü de bu Steiner sistemlerin oluşturulmasına dayanıyor. Oluşturma metodlarından ikisi sonlu geometriye, biri ise Golay kod teorisine dayanıyor.","Of the 26 sporadic finite simple groups, 5 were discovered by E. Mathieu in 1861 and 1873. These Mathieu groups are the focus of this thesis, where we will prove their simplicity using elementary methods. E. Witt realized a connection between the Mathieu groups and certain combinatorial structures known as Steiner systems. We will follow his construction to define the Mathieu groups as the automorphism groups of certain Steiner systems. Much of the work of the thesis lies in the construction of these Steiner systems, which we achieve by using both methods from finite geometry and the theory of Golay codes."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Biz modüler değişmez teorisinde ortaya çıkan ideallerin generik baş terim ideallerini çalışıyoruz. Üretici kümesi bilinen tüm durumlar için, eleman sayısı asal olan devirli grubun Hilbert idealinin generik baş terim idealini tüm monom sıralamaları için hesaplıyoruz. Klein 4-grubunun Hilbert idealinin değişkenlerin belli sıralaması ile birlikte Borel sabit olduğunu not ederek Klein 4-grubunun generik baş terim idealini de açıklığa kavuşturuyoruz. Düşündüğümüz tüm durumlarda bir monom sıralaması vardır öyle ki Hilbert idealinin generik baş terim ideali kendi baş terim idealine eşittir. Bu esnada generik baş terim idealinin monom sıralamanın içindeki değişkenlerin yer değiştirmesine saygı duyduğunu gösteriyoruz.","We study the generic initial ideals (gin) of certain ideals that arise in modular invariant theory. For all the cases where an explicit generating set is known, we calculate the generic initial ideal of the Hilbert ideal of a cyclic group of prime order for all monomial orders. We also clarify gin for the Klein four group and note that its Hilbert ideals are Borel fixed with certain orderings of the variables. In all the situations we consider, there is a monomial order such that the gin of the Hilbert ideal is equal to its initial ideal. Along the way we show that gin respects a permutation of the variables in the monomial order."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Objeleri sonlu gruplar, morfizmaları direk çarpımların alt grupları olan, komposizyonu ise yıldız çarpımı ile verilen altgrup kategorisini tanımlıyoruz. Bu kategorinin bazı deformasyonlarını oluşturup yarıbasitlikleri için bir kriter veriyoruz. İkili küme kategorisinin, daha basit kompozisyona sahip olan altgrup kategorisinin bir değişmez kategorisi olarak görülebileceğini gösteriyoruz. Bu bağlantı sayesinde ikili küme kategorisinin bazı deformasyonlarını elde ediyoruz. Ayrıca, alt karakter kısmi kategorisini tanımlayarak yöntemlerimizi lifli ikili küme kategorisine genişletiyoruz. Benzer şekilde, lifli ikili küme kategorisini ve bazı deformasyonlarını, kompozisyonu daha basit olan bir kategoride elde ediyoruz.","We define the subgroup category, a category on the class of finite groups where the morphisms are given by the subgroups of the direct products and the composition is the star product. We also introduce some of its deformations and provide a criteria for their semisimplicity. We show that biset category can be realized as an invariant subcategory of the subgroup category, where the composition is much simpler. With this correspondence, we obtain some of the deformations of the biset category. We further our methods to the fibred biset category by introducing the subcharacter partial category. Similarly, we also realize the fibred biset category and some of its deformations in a category where the composition is more easily described."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Sınırlı Lebesgue Sabitleri (SLS) sınıfının içinde bulunan gerçel eksenin kompakt alt kümelerinin özellikleri incelenmiştir. Bu tip kümelerin tek boyutlu Lebesgue ölçütlerinin sıfır olduğu, hiç bir yerde yoğun olmamaları ve bu sınıfın hem içinde hem dışında sayılabilir küme örnekleri olduğu gerçeği göz önünde bulundurularak, Kantor tipi kümlere odaklanılmıştır. Sayısal deneylerle (128 dereceye kadar) ve analitik sonuşlarla desteklenen, ""SLS sınıfı içinde mükemmel küme bulunmamaktadır."" hipotezi ortaya konulmuştur.","The properties of compact subsets of the real line which are in the class of Bounded Lebesgue Constants (BLC) are investigated. Knowing that any such set must have 1-dimensional Lebesgue measure zero and nowhere density, and the fact that there are examples of countable sets both inside and outside of the class BLC, families of Cantor-type sets were focused on. Backed up by numerical experiments (up to degree 128) and analytical results, the conjecture ""there exists no perfect set in BLC"" was put forward."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Sonlu bir grup G ve cebirsel kapalı bir cisim k verildiginde, bir k-cebiri A üzerine G-etkisi tanımlanırsa, A'ye G-cebiri ismi verilir. Verilen G'nin bir p-altgrubu P ve A(P)'nin bir blogu c'den olusan ikili (P; c)'ye Brauer ikilisi denir. Brauer ikilileri, G'nin p-altgruplarının G-etkisi altındaki kısmi sıralı kümesinin bir inceltmesini olustururlar. Bu tezde, k cebirsel kapalı karakteristigi p olan bir cisim, A bir p-permütasyon içsel G-cebiri olmak üzere, A üzerine tanımlı Brauer ikililerinin olagan Mackey kategorisi B tanımlanıyor. Ardından, K karakteristigi sıfır olan bir cisim ve f > AG ilkel bir birim güçlü eleman olmak üzere, Bf 'in K üzerine kategori cebirinin neredeyse basit oldugu kanıtlanıyor.","For a finite group G and an algebraically closed field k of characteristic p, a k-algebra A with a G-action is called a G-algebra. A pair (P; c) such that P is a p-subgroup of G and c is a block idempotent of the G-algebra A(P) is called a Brauer pair. Brauer pairs form a refinement of the G-poset of p-subgroups of a finite group G. We define the ordinary Mackey category B of Brauer pairs on an interior p-permutation G-algebra A over an algebraically closed field k of characteristic p. We then show that, given a field K of characteristic zero and a primitive idempotent f > AG, then the category algebra of Bf over K is semisimple."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Problem çözme becerisi günlük yaşamda karşılaşılan zorluklarla başa çıkabilmek için bireylerin sahip olması gereken önemli becerilerden bir tanesidir. Bu nedenle Türkiye'deki matematik müfredatnın amaçlarından bir tanesi de öğrencilerin problem çözme becerilerini geliştirmektir. Bu çalışmanın amacı ise ev ve aile ile ilişkili faktörler, okul türleri ve duyuşsal değişkenlerle öğrencilerin problem çözme becerileri arasındaki ilişkiyi yordamaktır. Bu çalışmada PISA 2012 testinden elde edilen veri seti kullanılmıştır. Çalışmanın örneklemini ise Türkiye'deki farklı okul türlerinden seçilmiş 4,848 öğrenci oluşturmaktadır. Bu öğrencilerin problem çözme becerileri ile bu beceriyi etkileyen seçilmiş değişkenler arasındaki ilişki hiyerarşik çoklu doğrusal regresyon yöntemi ile analiz edilmiştir. Sonuçlara göre, okul türü ve problem çözme becerisi arasında anlamlı bir ilişki bulunmuştur. Ayrıca bu çalışma, öğrencilerin problem çözme becerilerini belirlemede annenin eğitim düzeyinin etkili olduğu ve öğrencilerin öz yeterlilik algılarının da matematik bu beceriyi açıklamada daha etkili olduğunu ortaya koymuştur","Problem-solving skill is one of the important qualifications that individuals need to have to cope with challenges in daily life. That's why, developing this skill is one of the purpose of Turkish mathematics curriculum. This study investigates which factors among background related, school types, and affective variables have relationship on problem-solving skill. The study was based on data set from PISA 2012 cycle. The sample was 4,848 Turkish students from twelve different school types. The possible relationship between students' problem-solving skills and the variables were investigated by using hierarchical multiple linear regression analysis. The results showed that school types significantly predicted problem-solving skill. Also, this study revealed that mother education level was important on defining problem-solving skill and self-efficacy more affects the skill than other math-related variables"
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Bu çalışmanın amacı, PISA 2012 sonuçlarını temel alarak farklı sosyoekonomik düzeylere sahip olan öğrencilerin problem çözme becerilerine etki eden ilgili matematik ve bireylerin kendileri ile ilgili değişkenleri incelemektir. Öğrencilerin sosyoekonomik düzeyleri kontrol değişkeni olarak kullanılmıştır. Veri kümesi PISA veri kümesinde ESCS değişkeni kullanılarak dörde bölünmüştür. Söz konusu veri, hiyerarşik çoklu doğrusal regresyon ile üç blokta analiz edilmiştir. Öncelikle, sonuçlar sosyoekonomik statü ve problem çözme becerisi arasında her blokta pozitif ilişki göstermektedir. Matematik faktörlerinden biri olan öz yeterlilik yüksek oranda problem çözme becerisi ile pozitif bir ilişkiye sahiptir. Diğer faktörler farklı gruplarda farklı sonuçlar göstermektedir.","The purpose of this study is to examine relationships between math- and self- related variables and problem-solving skills of students on PISA 2012 Turkish sample. Students' socio-economic status was used as a control variable. Turkish sample was divided into 4 groups using PISA's ESCS index to create socio-economically different subgroups. The data were analyzed with hierarchical multiple linear regression in three blocks. The finding illustrated, firstly, socio-economic status gives positive association with problem-solving in each block. One of the mathematics factors is that self-efficacy has highly positive relationship with problem-solving. The other factors give different results for different social groups."
