university,konu,tr,en
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tez çalışmasında birleştirmeli kodlar ve genelleştirmeleri iki ana amaç için kullanılmışlardır. İlk amacımız sanki devirsel kodların birleştirmeli yapılarını, bu kodların iki farklı genellemesi için genişletmektir: genelleştirilmiş sanki devirsel kodlar ve sanki değişmeli kodlar. Birleştirmeli yapının genel minimum uzaklık sınırı gibi sonuçları vardır. Dolayısıyla, genelleştirilmiş sanki devirsel kodlar ve sanki değişmeli kodlar için, Jensen'in sanki devirsel kodlarda elde ettiği sınıra benzer minimum uzaklık sınırları elde edilmiştir. Ayrıca, birleştirmeli yapı kullanılarak, doğrusal bütünleyici dual sanki değişmeli kodların asimptotik olarak iyi oldukları kanıtlanmıştır. Bunlara ek olarak, sanki devirsel kodlarda olduğu gibi, genelleştirilmiş sanki devirsel kodlar ve sanki değişmeli kodların birleştirmeli ayrışmaları ile Çinlilerin Kalan ayrışmalarının denk oldukları gösterilmiştir. Tezin ikinci amacı , birleştirme kullanarak doğrusal bütünleyici kod ikilileri inşasıdır. Bu kod ailesi son zamanlarda şifrelemedeki uygulamaları sebebiyle ilgi çekmiştir. Bu sonucumuz Carlet ve diğerlerinin birleştirme yoluyla elde ettikleri doğrusal bütünleyici dual kod inşalarını genişetmiştir.","In this thesis, we consider concatenated codes and their generalizations as the main tool for two di erent purposes. Our rst aim is to extend the concatenated structure of quasi-cyclic codes to its two generalizations: generalized quasi-cyclic codes and quasi-abelian codes. Concatenated structure have consequences such as a general minimum distance bound. Hence, we obtain minimum distance bounds, which are analogous to Jensen's bound for quasi-cyclic codes, for generalized quasicyclic and quasi-abelian codes. We also prove that linear complementary dual quasi-abelian codes are asymptotically good, using the concatenated structure. Moreover, for generalized quasi-cyclic and quasi-abelian codes, we prove, as in the quasi-cyclic codes, that their concatenated decomposition and the Chinese Remainder decomposition are equivalent. The second purpose of the thesis is to construct a linear complementary pair of codes using concatenations. This class of codes have been of interest recently due to their applications in cryptography. This extends the recent result of Carlet et al. on the concatenated construction of linear complementary dual codes."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde kuantum sabitleyen kodlar ve klasik blok kodlarla ilişkileri çalışılmıştır. Çeşitli kuantum sabitleyen kod inşaları ve bu kodları dönüştürme metotları sunulmuştur. İki boyutlu devirsel kodlar yoluyla kuantum sabitleyen kodlar inşa edilmiş, bunun yanı sıra F_4 üzerinde toplamsal kodlar kullanılarak kuantum sabitleyen kod inşası sunulmuştur.","We study quantum stabilizer codes and their connection to classical block codes. In addition, different constructions of quantum stabilizer codes and methods of modifying them are presented. Two-dimensional cyclic codes are recalled and a new method of obtaining quantum codes from 2-D cyclic codes is given. We also present a method ofobtaining quantum stabilizer codes using additive codes over F4."
Sabancı Üniversitesi,Matematik = Mathematics,"Tamsayı parçalanışları teorisi Euler'den beri bilinmesine rağmen son yüzyılda daha yoğun ¸calışılmıştır. Bunun sebebi sadece kombinatorik veya klasik analizden beslenmekle kalmayıp modüler fonksiyonların bu alana farklı ve derin uygulamalarını sayı teorisyenlerinin farketmeleri ile olmuştur. Bu tezde bazı parçalanış fonksiyonlarının kesin formülleri üzerine ¸calıştık. Her biri için öncelikle bir modüler dönüşüm formülü ispatlamamız gerekti, ve sonrasında Farey ayrışımı kullanarak ürete¸c fonksiyonların esas tekilliklerinden kaçındık. Bundan sonra Cauchy integral formülünden türeyen integrallerin büyümesini kontrol ettik veya değerlerini tahmin ettik. Bu ¸sekilde, ilk önce adi parçalanış sayıları için bir kesin formül üzerinde ¸calıştık. Bu formül Ramanujan, Hardy ve Rademacher'ın bir sonucudur. Bunun yanısıra yine iyi bilinen bir sonuç olan, Hao'nun tek kısımlara parçalanış sayısını veren kesin formülü üzerine ¸calıştık. Euler'in tamsayı parçalanış özdeşliğine göre bu aynı zamanda farklı kısımlara par¸calanış sayısıdır. Burada üreteç fonksiyon modüler bir fonksiyondur ve intregrallerin hesaplamak için Kloosterman'ın tahminleri gerekir. Bundan sonra, kısımları 10t±a veya 2t+1 olan renkli parçalanışlarla ilgili bir sonuç ortaya attık. Bu, eldeki sonuçları simetrik denklik sınıflarından kısımlara parçalanışları ele alan, yakın zamandaki araştırmaların devamı niteliğindedir. Son olarak, ¸ceşitli diğer parçalanış fonksiyonlarına kesin formüller bulmak için ileride yapılabilecek ¸calışmalardan bahsettik.","Partition theory has been studied more extensively during the last century, athough it has been around since Euler. It is not only because its combinatorial or classical analytical aspects, but also because of the opportunities number theorists saw in applications of modular forms in a different and deep view. In this thesis, we study exact formulas for the number of various partitions. For each one, we need to prove a modular transformation formula, and use Farey dissection to avoid the essential singularities of the generating functions. After that, we need to control or estimate the resulting integrals which are rooted from Cauchy integral formula. In this way, we first study an exact formula for the number of ordinary partitions of any given integer. This formula is a famous result by Ramanujan, Hardy, and Rademacher. Also, we studied another well-known result by Hao, which gives an exact formula for the number of partitions into odd parts. This partition can also be considered for the partitions with distinct parts, thanks to Euler's partition identity. The generating function is a modular form which needs Kloosterman's estimates to handle the integrals. Next, we propose a result which is aimed at the colored partitions with parts of the form 10t±a or 2t±1. This is a continuation of recent works to generalize to partitions into parts in certain symmetric residue classes modulo a given integer. Finally, we will explain about possible future plans to find exact formulas for various other partition functions."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde ilk olarak fonksiyon cisimlerinin elementer abelyen p-genişlemelerinin temel özellikleri sunulmuştur. Bu tür genişlemeler için dallanma yapısı ve cinsin hesaplanması gösterilmiştir. Sabit cismi sonlu olduğunda fonksiyon cisminin rasyonel nokta sayısı da sonludur. Bu durumda rasyonel nokta sayısı Hasse-Weil sınırı ile sınırlıdır. Ancak cins büyük olduğunda bu sınır zayıftır. Bu sebeple cinsi büyüyen bir fonksiyon cismi genişlemeleri dizisi ele alındığında, dizideki rasyonel noktaların sayısının cinslere oranının nasıl büyüdüğü önemlidir. Frey-Perret-Stichtenoth çalışmasını takip ederek, dizideki fonksiyon cismi genişlemeleri elementer abelyen p-genişlemeleri olduğu durumda bu oranın limitinin sıfır olduğu gösterilmiştir. Hasse-Arf Teoremi, fonksiyon cismi genişlemesinin üst dallanma grupları filtrasyonundaki sıçramalar hakkında bilgi verir. Tezde bu teoremin elementer abelyen p-genişlemeleri için Garcia ve Stichtenoth tarafından yapılmış bir ispatı da sunulmuştur.","This thesis starts with the basic properties of elementary abelian p-extensions of function fields. Ramification structure and the genus computation for such extensions are presented first. When the constant field is finite, number of rational places of function fields is finite and this number is bounded by the Hasse-Weil bound. However for large genus, this bound is weak. Therefore, when a sequence of function field extensions with growing genera is considered, the growth of the ratio of the number of rational places to the genera in the sequence is of interest. Following the work of Frey-Perret-Stichtenoth, we show that the limit of this ratio is zero if a sequence of elementary abelian p-extensions are considered. Hasse-Arf Theorem gives information about the jumps in the higher ramification group filtration of a function field extension. We also present the proof of this theorem for elementary abelian p-extensions, which is due to Garcia and Stichtenoth."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde, sonlu bir cisim üzerindeki fonksiyon cismi F ve yerlerinin altkümesi P kullanılarak oluşturulan latisler, L, çalışıldı. Fonksiyon cismi latisleri olarak anılan bu latislerin, minimal vektörlerinin gerdiği alt latisin mertebesiyle ilgilenildi. Daha önceki çalışmalarda P kümesi F'nin derecesi 1 olan yerlerinden oluşuyordu. Biz fonksiyon cismi latislerinin tanımını P'nin herhangi bir derecedeki yeri içermesi durumuna genişlettik. Bu tanıma göre, fonksiyon cismi latislerinin mertebe, determinant, minimum uzaklık, minimal vektör sayısı gibi bazı temel özelliklerini inceledik. Eliptik ya da Hermitian fonksiyon cisimlerinden elde edilen latislerin minimal vektörlerinin gerdiği alt latisin mertebesi tamdır. Ancak, hipereliptik fonksiyon cisimlerini de içeren, geniş bir fonksiyon cismi sınıfı ile ilişkili latislerin bu özelliği taşımadığını gösterdik.","In this thesis, we study the lattices L associated to a function field F over a finite field and a subset P of places of F, which are the so-called function field lattices. We mainly explore the well-roundedness property of L. In previous papers, P is always chosen to be the set of all rational places of F. We extend the definition of function field lattices to the case where P may contain places of any degree. We investigate the basic properties of L such as rank, determinant, minimum distance and kissing number. It is well-known that lattices from elliptic or Hermitian function fields are well-rounded. We show that, in contrast, well-roundedness does not hold for lattices associated to a large class of function fields, including hyperelliptic function fields."
Sabancı Üniversitesi,Matematik = Mathematics,"v = Q0, -periodik Q 2 L2l ok(R), seklinde olan tekil potansiyellerle dusunulen Hill-Schrodinger operatoru L olsun. Yeterince buyuk n'ler icin, n2 merkezli n=4 yarcapl ve L'nin [0; ] uzerinde periodik snr kosullaryla (cift n icin) ya da antiperiodik snr kosullaryla (tek n icin) dusunulmesinden elde edilen iki ozdegeri n iceren bir disk vardr. Bu tezde Hill-Schrodinger operatorlerini, [0; ) uzerinde Q(x) = ax+b ile verilen -periodik Q fonksiyonu icin, v = Q0 seklinde olan potansiyellerle dusunuyoruz. Bu spesi k potansiyellerle dusunulen L operatorunun spektral bosluklar icin asimptotikler sunuyoruz.","Let L be the Hill-Schrodinger operator considered with a singular complex-valued potential v of the form v = Q0 where Q 2 L2l oc(R) is -periodic. Then for large enough n, there is a disc of radius n=4 around n2 which contains two eigenvalues n of L considered on [0; ] with periodic (for even n) or antiperiodic (for odd n) boundary conditions. In this thesis we consider Hill- Schrodinger operators with speci c -periodic potentials v of the form v = Q0 where Q is -periodic with Q(x) = ax + b on [0; ). We provide asymptotics for the spectral gaps of L considered with these speci c potentials."
Sabancı Üniversitesi,Matematik = Mathematics,"Sonlu cisimler üzerinde permutasyon olmayan polinomların değer kümeleri hakkındaki klasik sonuçlardan birisi Wan' a aittir (1993). Derecesi d > 0 olan bir f 2 Fq[x] polinomunun değer kümesinin kardinalitesini, jVf j ile gösterirsek, Wan' ın sounucu jVf j  q 􀀀 dq􀀀1d e, üst sınırını verir. Bu sonucun Turnwald tarafından simetrik polinomlar kullanılarak elde edilen kanıtı Bölüm 2 'de verilmiştir. Wan'ın üst sınırın Aitken tarafından elde edilen genellemesini de burada anlattık. Aitken'in çalışması Fq[x] içindeki polinom çiftlerinin değer kümeleri üzerine odaklanır, özel olarak, onların değer kümelerinin kesişimlerinin büyüklüğü üzerinedir. Biz bu çalışmada değer kümeleri aynı olan bazı polinom çiftlerini sunduk. Bir permütasyon polinomu olan f 2 Fq[x], jVf j = q eşitliğini sağlar. Bölüm 3'de, polinom çiftlerinin permutasyon olma yönündeki davranışlarını inceledik.","A classical result on value sets of non-permutation polynomials over finite fields is due to Wan (1993). Denoting the cardinality of the value set of f in Fq[x] by |Vf|, Wan's result gives the upper bound |Vf|< q-[q-1/d], where d is the degree of f. A proof of this bound due to Turnwald, which was obtained by the use of symmetric polynomials is given in Chapter 2. A generalization of this result was obtained by Aitken that we also describe here. The work of Aitken focuses on value sets of pairs of polynomials in Fq[x], in particular, he studies the size of the intersection of their value sets. We present pairs of particular polynomials whose value sets do not only have the same size but are actually identical. Clearly, a permutation polynomial f of Fq[x] satisfies |Vf|= q. In Chapter 3, we discuss permutation behaviour of pairs of polynomials in Fq[x]."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde bir çekirdek fonksiyonu tarafından belirlenen yerel olmayan bazı dalga denklemlerinde gezen dalga çözümlerinin varlığı araştırıldı. Stefanov ve Kevrekidis,bir dizi çalışmada üçgensel çekirdeğin çan şekilli olmasını kullanarak, genelleştirilmiş lattislerde gezen dalga çözümlerini elde ettiler. Bu tezde adı geçen çalışmaları inceledik ve sonuçları bazı uygun koşullar sağlayan bir çekirdek sınıfına genelledik.","In this thesis we investigate the existence of traveling waves solutions for nonlocal wave equations determined by a kernel function. In a series of publications Stefanov and Kevrekidis used the bell-shapedness property of the triangular kernel to study the existence and nature of a traveling wave solution in generalized lattices. In this thesis, we studied their work, and generalized the idea to a certain class of kernels that satisfy some conditions."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tez çalışmasında, toplamsal devirsel kodlara ilişkin iki ayrı problem ele alınmıştır. İlk bölümde, sonlu cisimler üzerinde tanımlı bazı cebirsel eğrilerin rasyonel nokta sayısı üzerinden toplamsal devirsel kodların minimum uzaklığına bir alt sınır elde edilmiştir. Bu sınır, klasik devirsel kodlar için yazılmış benzer bir sınırın genellemesidir. Bu sonuç, Bierbrauer'in BCH sınırı dışında bu kodlar üzerine yazılmış tek genel sınırdır. Özel bir durumda, toplamsal devirsel kodlar üzerindeki bu sınırın BCH sınırına karşı performans kıyaslaması yapılmıştır ve daha iyi sonuç verdiği örnekler sunulmuştur. İkinci bölümde, bütünleyici dual toplamsal devirsel kodlar çalışılmıştır. Toplamsal devirsel kodlaın özel bir alt sınıfının bütünleyici dual olabilmesi için yeter şart verilmiştir.","In this thesis we consider two problems related to additive cyclic codes. In the first part, we obtain a lower bound on the minimum distance of additive cyclic codes via the number of rational points on certain algebraic curves over finite fields. This is an extension of the analogous bound for classical cyclic codes. Our result is the only general bound on such codes aside from Bierbrauer's BCH bound. We compare our bound's performance against the BCH bound for additive cyclic codes in a special case and provide examples where it yields better results. In the second part, we study complementary dual additive cyclic codes. We give a suficient condition for a special class of additive cyclic codes to be complementary dual."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde sonlu cisimler üzerindeki polinomlar teorisinden bazı konulara dair literatürde bulunan çalışmaları derleyerek detaylı biçimde açıkladık. Polinomların indirgenemezlik ve bölünebilirlik gibi özellikleri üzerine yoğunlaştık. Özel tip indirgenemez polinomların varlık ve sayma problemlerini de ele aldık. Başlangıç bölümünden sonra, iki terimli ve üç terimli polinomların indirgenemezliği hakkında iyi bilinen sonuçları topladık. 2. Bölüm'de ayrıca x^t-a polinomunun sabit bir k dereceli indirgenemez çarpanlarının sayısını L. Redei'nin çalışmalarına dayanarak sunduk. Bölüm 3 öz-karşılıklı polinomlar üzerinedir. Bölüm 3.2'de, F_2 üzerinde indirgenemez, öz-karşılıklı polinomların sonsuz bir ailesini sunduk. Bu aile J. L. Yucas and G. L. Mullen tarafından elde edilmiştir. 3.3 ve 3.4'üncü bölümlerde, F_2 ve F_3 üzerindeki öz-karşılıklı polinomların bölünebilirliğini R. Kim ve W. Koepf'in çalışmaları ışığında ele aldık. En son bölüm saptanmış katsayılı indirgenemez polinomların varlığı ve sayıları üzerindeki yeni sonuçlar hakkında genel bir bakış açısı vermeyi amaçlamaktadır.","In this thesis we describe the work in literature on various aspects of the theory of polynomials over finite fields. We focus on properties like irreducibility and divisibility. We also consider existence and enumeration problems for irreducible polynomials of special types. After the introductory Chapter 1, we collect the well-known results on irreducibility of binomials and trinomials in Chapter 2, where we also present the number of irreducible factors of a fixed degree k of x^t-a, due to L. Redei. Chapter 3 is on self-reciprocal polynomials. An infinite family of irreducible, self-reciprocal polynomials over F_2 is presented in Section 3.2. This family was obtained by J. L. Yucas and G. L. Mullen. Divisibility of self-reciprocal polynomials over F_2 and F_3 is studied in Sections 3.3 and 3.4 following the work of R. Kim and W. Koepf. The last chapter aims to give a survey of recent results concerning existence and enumeration of irreducible polynomials with prescribed coefficients."
Sabancı Üniversitesi,Matematik = Mathematics,"Kuadratik fonksiyonlara ait çalışmalar 18.yüzyıla kadar gitmektedir. Son yıllarda uygulamaları sebebiyle bu fonksiyonlara ilgi daha da artmıştır. Gerçekten de kuadratik fonksiyonlar, şifreleme ve kodlama teorisi, ikili bükük/yarı bükük fonksiyonlar, diziler ve bazı kodlarla yakından bağlantılıdır. Kuadratik bir fonksiyonun Walsh dönüşümlerinin mutlak değeri [0,n) aralığındaki bir tam sayı s için 0 veya p^{(n+s)/2} değerini alır. Başka bir deyişle kuadratik fonksiyonlar basamaklı fonksiyonların bir alt sınıfını oluşturmaktadır. Bükük fonksiyonlar örneğinde s'nin değeri sıfırdır, yani bükük fonksiyonlar 0-basamaklı fonksiyonlardır. Bu tezde trace formunda verilmiş olan kuadratik fonksiyonlardan katsayıları asal alt cisimde olanlar çalışılmıştır. Katsayılar üzerinde benzer koşulları sağlayan kuadratik fonksiyonlara dair yapılmış olan geniş araştırmalar bu fonksiyonların dikkat çeken özelliklerini göstermiştir. Bu tezde birçok n tamsayı sınıfı için bahsi geçen kuadratik fonksiyonların s parametresinin beklenen değeri belirlenmiştir. Bulunan formüller ortalama olarak s değerinin küçük olduğunu ve böylece p=2 için bu kuadratik fonksiyon sınıfının ortalama doğrusalsızlığının yüksek olduğunu doğrulamıştır.","Study of quadratic forms goes back to the 18th century. They attracted particular interest in the last decades also because of their applications. Indeed, there is an interaction between quadratic functions, cryptography and coding theory via their relation with Boolean bent/semi-bent functions, sequences, and various types of codes.The absolute value of the Walsh transforms of a quadratic function either vanishes or equal to p^{(n+s)/2} for an integer s in [0,n). In other words quadratic functions form a subclass of the so-called plateaued functions. The value of s is 0 for example, in the case of the well-known bent functions, hence bent functions are 0-plateued.In this thesis we study quadratic functions given in trace form with the restriction that the coefficients belong to the prime subfield. Extensive work on quadratic functions with such restrictions on coefficients shows that they have many interesting features.In this work we determine the expected value for the parameter s for such quadratic functions, for many classes of integers n. Our exact formulas confirm that on average the value of s is small, and hence the average nonlinearity of this class of quadratic functions is high when p=2."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tez calışması Polya eşitsizliği ile ilgili coğunlukla cok değiskende olmak üzere iki ana problemle uğrasmaktadır. Bölgeler icin Polya eşitsizliğinin, V. Zakharyuta tarafından tanımlanan içsonlu otesi çapa göre yeni versiyonunu elde etme ile tek ve çok değiskende Polya eşitsizliğinin eşitlik durumunun sağlanması ile ilgili problemler araştırılmıştır. Birinci kısım Polya eşitsizliğinin eşitlik durumunun elde edilmesine ayrılmıştır.Çok değişkenli durumda Polya eşitsizliğinin eşitlik durumu özellikleri ile ilgili bir sınıflandırma yapıyoruz ve verilen bir kompakt kümenin sonlu ötesi çapının içeriden ve dışarıdan yapılan yaklaştırımlara göre kararlılığından elde edilen sonuçlar yardımıyla bu özelliklerin kararlılığını araştırıyoruz. Bu eşitlik durumlarının kanıtlarında kullanılan esas içerik Vandermond determinantlar icin Bloom-Levenberg integral gösterimidir. İkinci bölümde Cn deki bölgelerin iç karakteristiklerini inceliyoruz. Tek değiskende bilinen Polya esitsizliğinin bir sonucu olarak, ilk olarak iç sonluötesi çapı içeren Polya eşitsizliğinin yeni versiyonunu veriyoruz. Çok değiskenli durumda, içeriden yeterince düzgün kümelerin yaklaştırımına sahip verilen doğrusal konveks bir bölge için, bölge içinde bir noktadan görülen sınır kümesinin ic sonluötesi çapının bu bölgenin kompakt esleniği olan kümenin sonluötesi çapına eşit olduğu ispatlanmıştır. Bu bize doğrusal konveks bölgeler için Aizenberg-Martineau dualitesi kullanılarak, iç sonluötesi çapın içerildiği Polya eşitsizliğinin bölge benzerinin oluşturulmasını sağlamıştır.","This dissertation deals with two main problems concerning Polya's inequality, mostly, in several variables. We investigate the problems about obtaining the new version of Polya inequality for domains in terms of internal trans nite diameter, due to V. Zakharyuta, and the sharpness of Polya inequality in one and multivariable case. First part is devoted to the sharpness of Polya's inequality. We make a classi cation of sharpness properties of a Polya's inequality related to a compact set in multivariate case and examine the stability of these properties by using the considerations obtained from the stability of trans nite diameter with respect to the approximations from inside and outside by compact sets. For real compact sets in Cn, we prove that they have the strong sharpness property. The main ingredient we exploit in proving this is the Bloom-Levenberg integral representation of Vandermondians. In the second part of thesis, we study internal characteristics of domains in Cn: As a consequence of classical Polya's inequality, we give rst the new version of Polya inequality including the internal trans nite diameter in one variable. For multivariable case, given a linearly convex domain with an approximation of suciently good sets from inside, it is proved that the internal trans nite diameter of boundary viewed from a point is equal to the trans- nite diameter of the compact conjugate set to the aforementioned domain. This will enable us to establish the domain analogue of Polya inequality involving internal trans nite diameter for domains called linearly convex by using the duality due to Aizenberg-Martineau."
Sabancı Üniversitesi,Matematik = Mathematics,"1942 senesinde Lelong ve Oka tarafından tanımlanan çoklu-altharmonik fonksiyonlar çok kompleks değişkenli teoride büyük bir role sahiptir. Zengin özelliklerinin oluşu ve en önemlisi analitik fonksiyonlar ile olan yakın ilişkisi, bu fonksiyonların çok değişkenli teoride hatırı sayılır bir yerinin oluşunu garanti altına almaktadır. Bu tezde, tek değişkenli altharmonik fonksiyonların bir genellemesi olarak, çoklu-altharmonik fonksiyonlar üzerine bir derleme sunduk. Bu bağlamda, çalışmanın ilk kısmında, gerekli topolojik kavramlar hakkında kısa bir özet verildikten sonra, bir kompleks değişkenli altharmonik fonksiyonların temel tanım ve teoremlerini hatırlattık. Diğer bölümlerde ise çok değişkenli duruma odaklanarak, çoklu-altharmonik fonksiyonların ana prensiplerini vermeyi amaçladık.","Plurisubharmonic functions have been introduced by Lelong and Oka in 1942, play a major role in the theory of several complex variables. The richness of their properties and, most importantly, their close connection with holomorphic functions have assured these functions a indelible place in several variables. In this thesis, we present a survey of plurisubharmonic functions as one of the generalization of subharmonic functions. Thereby, in the first part of this study, after giving a short brief of topological notions, we recall the main definitions and theorems of subharmonic functions in one dimensional case. In the rest parts, we focus on multidimensional case and we aim to give the main principles of the theory of plurisubharmonic functions."
Sabancı Üniversitesi,Matematik = Mathematics,"Periyodik, antiperiyodik ve özel olarak tanımlanan genel sınır koşulları ailesine tabi bir boyutlu Dirac operatörünün spektrumu ayrıktır. Yeterince büyük |n| değerleri için n merkezli 1/4 yarıçaplı disklerde operatörün tam olarak iki tane periyodik (n çift ise) veya antiperiyodik (n tek ise) özdeğeri ve bir tane de genel sınır koşullarından gelen özdeğeri vardır. Periyodik (veya antiperiyodik) özdeğerlerin arasındaki mesafe ile bir periyodik ve bir genel sınır koşullarından gelen özdeğer arasındaki mesafenin toplamı bir spektral sapma verir. Potansiyelin türevlenebilirliği bu sapmanın azalma hızıyla karakterize edildiği gösterilmiştir. Dahası, periyodik veya antiperiyodik sınır koşullarına tabi Dirac operatörünün Riesz bazı özelliğinin olmasının ancak ve ancak bu farkların oranının mutlak değerinin sınırlı olmasıyla mümkün olacağı gösterilmiştir.","The one-dimensional Dirac operators with periodic potentials subject to periodic, antiperiodic and a special family of general boundary conditions have discrete spectrums. It is known that, for large enough |n| in the disc centered at n of radius 1/4, the operator has exactly two eigenvalues (counted according to multiplicity) which are periodic (for even n) or antiperiodic (for odd n) and one eigenvalue derived from each general boundary condition. These eigenvalues construct a deviation which is the sum of the distance between two periodic (or antiperiodic) eigenvalues and the distance between one of the periodic (or antiperiodic) eigenvalues and one eigenvalue from the general boundary conditions. We show that the smoothness of the potential could be characterized by the decay rate of this spectral deviation. Furthermore, it is shown that the Dirac operator with periodic or antiperiodic boundary condition has the Riesz basis property if and only if the absolute value of the ratio of these deviations is bounded."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde karakteristiği tek olan sonlu cisimler üzerindeki permütasyon polinomlarıyla ilgili bazı ilginç problemler üzerinde çalışılmıştır. Permütasyonların önemli bir alt sınıfı olan tam gönderim polinomlarını inşa etme metodları sunulmuştur. Permütasyon olmayan polinomların değer kümeleri üzerine olan çalışmamız özel bir polinom sınıfının spektrum yapısına odaklanmıştır. Bu çalışmada kullandığımız ana araç, Fq üzerindeki permütasyon polinomlarının Carlitz mertebesine göre sınıflandırılmasıdır. Birinci bölümde, tanım ve terimleri verdikten sonra permütasyon polinomlarının, tam gönderimlerin ve polinomların değer kümelerinin temel özellikleri verilmiştir. İkinci bölümde, Fq[x] de tam gönderimler üzerine olan sonuçlar sunulmuştur. Bu bölümdeki esas sonuçlarımızdan birisi, q>2n+1 olduğu zaman tüm kutupları Fq da ve Carlitz mertebesi n olan tam gönderimli polinom olmadığıdır. Bu sonuç yaygın olarak bilinen ve Cohen tarafından 1990'da kanıtlanmış, Chowla-Zassenhaus varsayımına (1968) benzer özelliktedir, çünkü bu varsayım p asal sayısı d sayısına göre yeterince büyükse derecesi d olan tam gönderimli polinom olmadığını belirtmektedir. Bölüm 2.3 de Carlitz mertebesi en fazla n olan tam gönderimler ailesinin inşası için yeterli koşullar verilmiştir. Ayrıca, n=4,5,6 için tam gönderimlerin açık inşası elde edilmiştir. Üçüncü bölüm, Carlitz mertebesi en fazla n olan f permütasyon polinomu için F(x)=f(x)+x formundaki polinomlar sınıfı Fq,n'nin spektrumu üzerinedir. Permütasyon olmayan polinomların değer kümelerindeki eleman sayısı için üst sınır bulma önemli bir problemdir. Derecesi d veya indeksi l olan polinomlar için bu sınırlar d veya l'ye baglı olarak daha önce elde edilmişti. Bu çalışmada Fq,n'nin bir alt sınıfı için bu üst sınırın q-2, yani n'den bağımsız olduğu gösterilmiştir. Son bölümde kullandığımız yöntemlerle elde ettiğimiz tam gönderim örnekleri verilmiştir.","In this thesis we study several aspects of permutation polynomials over finite fields with odd characteristic. We present methods of construction of families of complete mapping polynomials; an important subclass of permutations. Our work on value sets of non-permutation polynomials focus on the structure of the spectrum of a particular class of polynomials. Our main tool is a recent classification of permutation polynomials of Fq, based on their Carlitz rank. After introducing the notation and terminology we use, we give basic properties of permutation polynomials, complete mappings and value sets of polynomials in Chapter 1. We present our results on complete mappings in Fq[x] in Chapter 2. Our main result in Section 2.2 shows that when q>2n+1, there is no complete mapping polynomial of Carlitz rank n, whose poles are all in Fq. We note the similarity of this result to the well-known Chowla-Zassenhaus conjecture (1968), proven by Cohen (1990), which is on the non-existence of complete mappings in Fp[x] of degree d, when p is a prime and is sufficiently large with respect to d. In Section 2.3 we give a sufficient condition for the construction of a family of complete mappings of Carlitz rank at most n. Moreover, for n=4,5,6 we obtain an explicit construction of complete mappings. Chapter 3 is on the spectrum of the class Fq,n of polynomials of the form F(x)=f(x)+x, where f is a permutation polynomial of Carlitz rank at most n. Upper bounds for the cardinality of value sets of non-permutation polynomials of the fixed degree d or fixed index l were obtained previously, which depend on d or l respectively. We show, for instance, that the upper bound in the case of a subclass of Fq,n is q-2, i.e., is independent of n. We end this work by giving examples of complete mappings, obtained by our methods."
Sabancı Üniversitesi,Matematik = Mathematics,"Komplex sayılar üzerine tanımlanan her eliptik eğri sıfır olmayan bir q kompleks sayısı için C^*/q^Z yapısına izomorfiktir. Benzer şekilde, Tate göstermiştir ki p-sel bir K cismi üzerinde tanımlanan her eliptik eğrisi de q 2 K* olmak K^*/qZ yapısına izomorfiktir. Dahası, bu izomorfizma Galois grubunun etkisine saygı duyar.Bu tezde bu izomorfizmaları kuracağız.","Every elliptic curve E defined over C is analytically isomorphic to C^*/q^Z for some nonzero complex number q. Similarly, Tate has shown that if E is defined over a p-adic field K, then E is analytically isomorphic to K^*/qZ for some nonzero element in K. Further, this isomorphism respects the action of the Galois group. I will explain the construction of this isomorphism"
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde, Bezerra ve Garcia tarafından verilmiş asimptotik olarak optimal bir Fq- fonksiyon cisim kulesinin Drinfeld moduler eğrilerle inşasını inceledik. İlk bölümde Fq üzerinde asimptotik olarak optimal bir fonksiyon cismi kulesinin ne demek olduğunu anlattık. Bölümün sonunda Drinfeld modüler eğrilerle yorumunu göreceğimiz, Bezerra ve Garcia tarafından inşa edilmiş fonksiyon cisim kulesinin tanımını verdik. İkinci bölümde Drinfeld modülleri hakkında ihtiyacımız olan bilgileri derledik. Ek olarak, Drinfeld modüllerin, klasik teorideki eliptik eğrilerle benzerliğini resmettik. Son bölümde ise, özel birtakım Drinfeld modüler eğrilerin hesabını yaptık. Bahsi geçen fonksiyon cismi kulesinin Drinfeld modüler eğriler kullanarak inşasının nasıl olacağını anlattık.","In this thesis, we study a Drinfeld modular interpretation due to Elkies of an asymptotically optimal tower that was constructed by Bezerra and Garcia. We explain what an asymptotically optimal tower over a finite field Fq is and give the definition of the asymptotically optimal tower given by Bezerra and Garcia. We give some basic facts about Drinfeld modules. Additionally, we present the analytical theory of Drinfeld modules using lattices and exponential functions to better understand the analogy with the classical theory. We exhibit the Drinfeld modular curves that give the tower of Bezerra and Garcia. Hence we see a Drinfeld modular interpretation of this tower."
