id,mt_content,source_content,user_content,title,deepl
mwAUw_789,"Bir aracı için belirleyici yönü hız vektörünün bir bulunmazlar, manyetik alan ve kuvvet sarf edilir etiketleme işaret parmağı ""V"", orta parmak ""B"", ve başparmak ile ""F"" sağ el. Zaman bir silah gibi yapılandırma ile orta parmak crossing altında işaret parmağı, parmak temsil hız vektörü, manyetik alan vektörü ve kuvvet vektörü, sırasıyla. Ayrıca Bkz: sağ el kuralı.","One tool for determining the direction of the velocity vector of a moving charge, the magnetic field, and the force exerted is labeling the index finger ""V"", the middle finger ""B"", and the thumb ""F"" with your right hand. When making a gun-like configuration, with the middle finger crossing under the index finger, the fingers represent the velocity vector, magnetic field vector, and force vector, respectively. See also right hand rule.","Yüklü parçacığın hız vektörünün yönünü, manyetik alanın yönünü ve kuvvetin yönünü belirlemek için sağ el kuralı uygulanır. Sağ el silah gibi bir görünüme büründüğünde, işaret parmağı “v” yani yüklü parçacığın hızının yönünü, orta parmak “B” manyetik alan vektörünün yönünü ve başparmak ise “F” yüklü parçacığa manyetik alan tarafından uygulanan kuvvetin yönünü” gösterir. Ayrıca sağ el kuralı sayfasına bakabilirsiniz.",Magnetism,"Yüklü parçacığın hız vektörünün yönünü, manyetik alanın yönünü ve kuvvetin yönünü belirlemek için sağ el kuralı uygulanır. Sağ el silah gibi bir görünüme büründüğünde, işaret parmağı ""v"" yani yüklü parçacığın hızının yönünü, orta parmak ""B"" manyetik alan vektörünün yönünü ve başparmak ise ""F"" yüklü parçacığa manyetik alan tarafından uygulanan kuvvetin yönünü"" gösterir. Ayrıca sağ el kuralı sayfasına bakabilirsiniz."
mwAV4_821,"Mıknatıs, yörünge ferromanyetizma ile eşit bir çubuk mıknatıs ikiye olduğunda bar, dağılmış olduğundan, ortaya çıkan parçaların her biri küçük bir çubuk mıknatıs gibidir. Bile olsa bir mıknatıs olduğunu söyledi gereken bir Kuzey Kutbu ve Güney Kutbu, bu iki kutup olamaz ayrılmış birbirimize. Bir monopole—eğer böyle bir şey varsa—ki bir yeni ve tamamen farklı bir tür manyetik nesne. Öyle ki hareket olarak izole Kuzey Kutbu, ekli bir Güney Kutbu, ya da tam tersi. Gerçekleşmiş olur taşımak ""manyetik şarj"" için benzer elektrik yükü. Rağmen sistematik aramalar beri 1931 olarak 2010[güncelleme]hiç gözlenmiştir , ve çok var olamaz.[12]","Since a bar magnet gets its ferromagnetism from electrons distributed evenly throughout the bar, when a bar magnet is cut in half, each of the resulting pieces is a smaller bar magnet. Even though a magnet is said to have a north pole and a south pole, these two poles cannot be separated from each other. A monopole—if such a thing exists—would be a new and fundamentally different kind of magnetic object. It would act as an isolated north pole, not attached to a south pole, or vice versa. Monopoles would carry ""magnetic charge"" analogous to electric charge. Despite systematic searches since 1931, as of 2010[update], they have never been observed, and could very well not exist.[12]","Bir mıknatıs çubuk ferromanyetik özelliğini çubuk boyunca dağılmış elektron dağılımından aldığı için, bu çubuk mıknatıs ikiye bölündüğünde her iki küçük parça başlı başına çubuk mıknatıs olarak kalmaya devam eder. Bir mıknatısın kuzey ve güney kutuplardan oluştuğu söylense de bu iki kutup birbirinden ayrılamaz. Bir manyetik tek kutup (eğer böyle bir şey mümkünse) oldukça yeni ve temel olarak farklı bir manyetik nesne olarak kabul görürdü. Güney kutbuna bağlı olmayan, izole edilmiş kuzey kutbu olarak değerlendirilirdi. Bu tek kutuplar elektrik yüküne benzer şekilde manyetik yük taşımış olurlardı. 1931 yılından 2010 yılına kadar yapılmış sistematik araştırmalar manyetik kutupların tek kutup halinde hiç ama hiç gözlenemediğini gösterdi. Bu çalışmalar manyetik kutupların tek başına bulunamayacağın gösterdi.",Magnetism,"Bir mıknatıs çubuk ferromanyetik özelliğini çubuk boyunca dağılmış elektron dağılımından aldığı için, bu çubuk mıknatıs ikiye bölündüğünde her iki küçük parça başlı başına çubuk mıknatıs olarak kalmaya devam eder. Bir mıknatısın kuzey ve güney kutuplardan oluştuğu söylense de bu iki kutup birbirinden ayrılamaz. Bir manyetik tek kutup (eğer böyle bir şey mümkünse) oldukça yeni ve temel olarak farklı bir manyetik nesne olarak kabul görürdü. Güney kutbuna bağlı olmayan, izole edilmiş kuzey kutbu olarak değerlendirilirdi. Bu tek kutuplar elektrik yüküne benzer şekilde manyetik yük taşımış olurlardı. 1931 yılından 2010 yılına kadar yapılmış sistematik araştırmalar manyetik kutupların tek kutup halinde hiç ama hiç gözlenemediğini gösterdi. Bu çalışmalar manyetik kutupların tek başına bulunamayacağını gösterdi."
mwAVM_802,"Bir çok ortak kaynak manyetik alanın şiddeti tabiatın bir kutuplu, bir ""Güney Kutbu"" ve ""Kuzey Kutbu"", hüküm öncesine dayanan kullanmak mıknatıs gibi pusulalar, etkileşim ile dünyanın manyetik alanı göstermek için Kuzey ve Güney üzerinde küre. Beri zıt mıknatıs gibi çekti, Kuzey Kutup bir mıknatıs çekici için güney kutup bir mıknatıs. Dünya'nın Kuzey Manyetik Kutup (şu anda Arktik Okyanusu, Kuzey Kanada) fiziksel olarak bir Güney Kutbu olarak çeker Kuzey Kutbu bir pusula. Bir manyetik alanda enerji, fiziksel sistemlerin hareket doğru yapılandırmaları ile daha düşük enerji. Ne zaman diamanyetik malzeme yerleştirilmiş bir manyetik alan, bir manyetik kutup eğilimi Hizala, kendi içinde zıt kutup bu alan, böylece düşürücü net alan gücü. Ne zaman ferromanyetik malzeme içinde yerleştirilen bir manyetik alan, manyetik çift kutup hizalamak için uygulamalı alan, böylece genişleyen etki duvarlar manyetik etki.","A very common source of magnetic field shown in nature is a dipole, with a ""South pole"" and a ""North pole"", terms dating back to the use of magnets as compasses, interacting with the Earth's magnetic field to indicate North and South on the globe. Since opposite ends of magnets are attracted, the north pole of a magnet is attracted to the south pole of another magnet. The Earth's North Magnetic Pole (currently in the Arctic Ocean, north of Canada) is physically a south pole, as it attracts the north pole of a compass. A magnetic field contains energy, and physical systems move toward configurations with lower energy. When diamagnetic material is placed in a magnetic field, a magnetic dipole tends to align itself in opposed polarity to that field, thereby lowering the net field strength. When ferromagnetic material is placed within a magnetic field, the magnetic dipoles align to the applied field, thus expanding the domain walls of the magnetic domains.","Manyetik alan yaratan kaynaklar arasında kuzey ve güney kutuplara sahip dipoller doğadaki en yaygın manyetik alan üreticileridir. Dipolün kuzey ve güney kutbu dünyanın manyetik kutuplarıyla etkileşim içerisinde girdiğinde pusula olarak kullanılmasına fırsat verir. Zıt manyetik kutuplar birbirini çektiği dipolün kuzey kutbu başka bir dipolün güney kutbu tarafından çekilir. Dünyanın fiziki olarak güney kutbu, onun kuzey manyetik kutbudur (Kuzey buz okyanusu, Kanada’nın kuzeyi). Bir manyetik alan enerji içerir ve fiziksel sistemler düşük enerji düzenine yönelirler. Bir diyamanyetik madde manyetik alana konulduğunda manyetik dipol kendisini alanın polaritesine karşı koyacak şekilde yönelmeye başlar, böylelikle manyetik alanın net gücünü azaltmaya çalışır. Bir ferromanyetik madde manyetik alan bulunan bir ortama konulduğunda manyetik dipol uygulanan manyetik alanın doğrultusuna yönelir.",Magnetism,"Manyetik alan yaratan kaynaklar arasında kuzey ve güney kutuplara sahip dipoller doğadaki en yaygın manyetik alan üreticileridir. Dipolün kuzey ve güney kutbu dünyanın manyetik kutuplarıyla etkileşim içerisinde girdiğinde pusula olarak kullanılmasına fırsat verir. Zıt manyetik kutuplar birbirini çektiği dipolün kuzey kutbu başka bir dipolün güney kutbu tarafından çekilir. Dünyanın fiziki olarak güney kutbu, onun kuzey manyetik kutbudur (Kuzey buz okyanusu, Kanada'nın kuzeyi). Bir manyetik alan enerji içerir ve fiziksel sistemler düşük enerji düzenine yönelirler. Bir diyamanyetik madde manyetik alana konulduğunda manyetik dipol kendisini alanın polaritesine karşı koyacak şekilde yönelmeye başlar, böylelikle manyetik alanın net gücünü azaltmaya çalışır. Bir ferromanyetik madde manyetik alan bulunan bir ortama konulduğunda manyetik dipol uygulanan manyetik alanın doğrultusuna yönelir."
mwAWE_829,"Yine de, bazı teorik fizik modelleri tahmin varlığı bu manyetik gerçekleşmiş. Paul Dirac gözlenen 1931, çünkü elektrik ve manyetizma Haritayı belli bir simetri, kuantum teorisi öngörür bireysel pozitif veya negatif elektrik yükleri olabilir gözlenen olmadan karşı sorumlu, izole Güney ve Kuzey manyetik kutupları olması gözlemlenebilir. Kullanarak kuantum teorisi Dirac gösterdi eğer manyetik gerçekleşmiş bulunması, daha sonra bir açıklama olabilir yörüngelere elektrik şarj, neden gözlenen temel parçacıklar taşıma ücretleri vardır katları şarjının elektron.","Nevertheless, some theoretical physics models predict the existence of these magnetic monopoles. Paul Dirac observed in 1931 that, because electricity and magnetism show a certain symmetry, just as quantum theory predicts that individual positive or negative electric charges can be observed without the opposing charge, isolated South or North magnetic poles should be observable. Using quantum theory Dirac showed that if magnetic monopoles exist, then one could explain the quantization of electric charge—that is, why the observed elementary particles carry charges that are multiples of the charge of the electron.","Buna rağmen bazı teorik fizik modelleri manyetik tek kutbun varlığını tahmin etmektedir. Paul Dirac, elektriğin ve manyetizmanın belli bir simetrik yapı gösterdiğini, kuantum teorisinin de pozitif ve negatif yükleri birbirinden ayrı bir şekilde gözleyebileceğine dair tahmininden yola çıkarak izole edilmiş güney ve kuzey manyetik kutupların gözlenmesi gerektiğini düşündü. Dirac, kuantum teorisini kullanarak, eğer bir manyetik tek kutup varsa elektrik yüklerinin niceliğinin daha belirgin olması gerektiğini düşündü. Yük taşıyıcısı temel yüklerin elektronun yükünün katları olarak gözlemlendiğini açıklayabilmesini umdu. ",Magnetism,"Buna rağmen bazı teorik fizik modelleri manyetik tek kutbun varlığını tahmin etmektedir. Paul Dirac, elektriğin ve manyetizmanın belli bir simetrik yapı gösterdiğini, kuantum teorisinin de pozitif ve negatif yükleri birbirinden ayrı bir şekilde gözleyebileceğine dair tahmininden yola çıkarak izole edilmiş güney ve kuzey manyetik kutupların gözlenmesi gerektiğini düşündü. Dirac, kuantum teorisini kullanarak, eğer bir manyetik tek kutup varsa elektrik yüklerinin nikelinin daha belirgin olması gerektiğini düşündü. Yük taşıyıcısı temel yüklerin elektronun yükünün katları olarak gözlemlendiğini açıklayabilmesini umdu."
mwAWo_841,"Bazı büyük Birleşik teori tahmin varlığının gerçekleşmiş olan, aksine temel parçacıklar, soliton (yerelleştirilmiş enerji paketleri). İlk sonuçlarını kullanarak bu modelleri tahmin numarasının gerçekleşmiş oluşturulduğu big bang çelişki kozmolojik gözlemler—gerçekleşmiş olurdu bu kadar bol ve büyük o olacaktı uzun zamandan beri durdu bu evrenin genişleme. Ancak, fikri enflasyon (bu sorunu servis olarak kısmi motivasyon) başarılı olarak bu sorunu çözmek, oluşturma modelleri içinde gerçekleşmiş var ama nadir yeterince tutarlı olması için geçerli bir gözlem.[13]","Certain grand unified theories predict the existence of monopoles which, unlike elementary particles, are solitons (localized energy packets). The initial results of using these models to estimate the number of monopoles created in the big bang contradicted cosmological observations—the monopoles would have been so plentiful and massive that they would have long since halted the expansion of the universe. However, the idea of inflation (for which this problem served as a partial motivation) was successful in solving this problem, creating models in which monopoles existed but were rare enough to be consistent with current observations.[13]","Büyük Birleşik Kuramı manyetik tek kutbun varlığını tahmin etmektedir. Bu kutuplar, temel yüklere benzemeyen bir şekilde, solitonlar ( lokalize edilmiş enerji paketleri) olarak düşünülmüştür. Bu modellerin kullanılmasının yarattığı ilk sonuç büyük patlamada yaratılmış manyetik tek kutup sayısını tahmin etmektir. Fakat bu durum kozmolojik gözlemlerle çelişiyordu. ",Magnetism,"Büyük Birleşik Kuramı manyetik tek kutbun varlığını tahmin etmektedir. Bu kutuplar, temel yüklere benzemeyen bir şekilde, solitonlar (lokalize edilmiş enerji paketleri) olarak düşünülmüştür. Bu modellerin kullanılmasının yarattığı ilk sonuç büyük patlamada yaratılmış manyetik tek kutup sayısını tahmin etmektir. Fakat bu durum kozmolojik gözlemlerle çelişiyordu."
mwAXA_851,"Prensip olarak her türlü manyetizma kaynağı (benzer süper iletkenlik)[açıklama gerekli] belirli bir kuantum-mekanik olaylar (örneğin Matematiksel formülasyonu Kuantum Mekaniği, belirli bölümleri üzerinde spin ve Pauli prensibi). Başarılı bir model geliştirdi zaten 1927'de, Walter Bu ve Fritz London, kim türetilmiş kuantum-mekanik, nasıl hidrojen molekülleri halinde hidrojen atomları, yani gelen atomik hidrojen elektron ve ortalanmış at çekirdek A ve B, aşağıya bakın. Bu yol manyetizma olmadığı çok belli, ama olacak açıkladı şu.","In principle all kinds of magnetism originate (similar to superconductivity)[clarification needed] from specific quantum-mechanical phenomena (e.g. Mathematical formulation of quantum mechanics, in particular the chapters on spin and on the Pauli principle). A successful model was developed already in 1927, by Walter Heitler and Fritz London, who derived quantum-mechanically, how hydrogen molecules are formed from hydrogen atoms, i.e. from the atomic hydrogen orbitals and centered at the nuclei A and B, see below. That this leads to magnetism is not at all obvious, but will be explained in the following.","Prensip olarak, bütün manyetizma türlerinin kökeni kuantum mekaniğinin özel olgularından kaynaklıdır. Başarılı bir model 1927 yılında Walter Heitler ve Fritz London tarafından geliştirildi. Hidrojen molekülünün hidrojen atomlarından nasıl oluştuğunu kuantum mekaniksel olarak türettiler. Aşağıdaki fonksiyonda da görüldüğü gibi, A çekirdeği ve B çekirdeğinin merkezinde konumlandırılmış   and  hidrojen atomlarından yola çıkarak bu türetmeyi yaptılar.",Magnetism,"Prensip olarak, bütün manyetizma türlerinin kökeni kuantum mekanının özel olgularından kaynaklıdır. Başarılı bir model 1927 yılında Walter Heitler ve Fritz London tarafından geliştirildi. Hidrojen molekülünün hidrojen atomlarından nasıl oluştuğunu kuantum mekaniksel olarak türettiler. Aşağıdaki fonksiyonda da görüldüğü gibi, A çekirdeği ve B çekirdeğinin merkezinde konumlandırılmış ve hidrojen atomlarından yola çıkarak bu türetmeyi yaptılar."
mwAYI_868,"Burada son ürünü bu ilk elektron, r1, bir atom-orbital merkezli de ikinci çekirdeği, oysa ikinci elektron etrafında çalışır ilk çekirdeği. Bu ""değişim"" olgusu bir ifade için kuantum-mekanik özellik parçacıklar ile aynı özelliklere ayırt edici olamaz. Bu özel değil, sadece oluşumu kimyasal bağlar, ama göreceğiz, ayrıca manyetizma, yani bu bağlantı vadeli döviz etkileşim doğar, bir dönem hangisi asıl kökeni manyetizma, ve hangisi daha güçlü, kabaca faktörler tarafından 100 ve hatta 1000, fazla enerjilerini doğan elektrodinamik Coulomb etkileşimi.","Here the last product means that a first electron, r1, is in an atomic hydrogen-orbital centered at the second nucleus, whereas the second electron runs around the first nucleus. This ""exchange"" phenomenon is an expression for the quantum-mechanical property that particles with identical properties cannot be distinguished. It is specific not only for the formation of chemical bonds, but as we will see, also for magnetism, i.e. in this connection the term exchange interaction arises, a term which is essential for the origin of magnetism, and which is stronger, roughly by factors 100 and even by 1000, than the energies arising from the electrodynamic dipole-dipole interaction.",Son terimdeki r1 ilk elektrondur. Bu elektron ikinci çekirdeğin üzerinde ortalanmış atomik hidrojen orbitalindedir. İkinci elektron ise ilk çekirdeğin etrafında hareket eder. Bu değiş tokuş olgusu kuantum mekaniğinin ifadesidir. Bu ifade aynı özelliğe sahip olan parçacıkların birbirinden ayrılamayacağını söyler. Bu durum görüldüğü üzere yalnızca kimyasal bağlar için değil; aynı zamanda manyetizm için de kesindir. ,Magnetism,Son terimdeki r1 ilk elektrondur. Bu elektron ikinci çekirdeğin üzerinde ortalanmış atomik hidrojen orbitalindedir. İkinci elektron ise ilk çekirdeğin etrafında hareket eder. Bu değiş tokuş olgusu kuantum mekaniğinin ifadesidir. Bu ifade aynı özelliğe sahip olan parçacıkların birbirinden ayrılamayacağını söyler. Bu durum görüldüğü üzere yalnızca kimyasal bağlar için değil; aynı zamanda manyetizm için de kesindir.
mwCA_329,"Manyetizma bir sınıf fiziksel olaylar vardır aracılı tarafından manyetik alanlar. Elektrik akımı ve manyetik anlar temel parçacıklar doğuran bir manyetik alan, hangi eylemleri diğer akımlar ve manyetik anlar. Her malzeme için bir ölçüde etkilemiş bir manyetik alan. En bilinen etkisi kalıcı mıknatıslar, hangi kalıcı manyetik anlar neden ferromanyetizma. Önek ferro- başvurduğu demir, çünkü kalıcı manyetizma ilk görülen bir formu olan doğal demir adlı manyetit, Fe3O4. Çoğu malzeme yok kalıcı anlar. Bazı çeken bir manyetik alan (paramanyetizma); diğerleri tarafından püskürtüldü bir manyetik alan (H alanı); diğerleri daha karmaşık bir ilişki ile uygulanan manyetik alan (spin cam davranış ve bağlı). Bu maddeler olduğundan iç dirençlerinin toplamı etkileyen manyetik alanlar olarak bilinen manyetik olmayan maddeler. Bunlar arasında bakır, alüminyum, gazve plastik. Saf oksijen sergiler manyetik özellikleri zaman soğutulmuş bir sıvı durumu.","Magnetism is a class of physical phenomena that are mediated by magnetic fields. Electric currents and the magnetic moments of elementary particles give rise to a magnetic field, which acts on other currents and magnetic moments. Every material is influenced to some extent by a magnetic field. The most familiar effect is on permanent magnets, which have persistent magnetic moments caused by ferromagnetism. The prefix ferro- refers to iron, because permanent magnetism was first observed in a form of natural iron ore called magnetite, Fe3O4. Most materials do not have permanent moments. Some are attracted to a magnetic field (paramagnetism); others are repulsed by a magnetic field (diamagnetism); others have a more complex relationship with an applied magnetic field (spin glass behavior and antiferromagnetism). Substances that are negligibly affected by magnetic fields are known as non-magnetic substances. These include copper, aluminium, gases, and plastic. Pure oxygen exhibits magnetic properties when cooled to a liquid state.","Manyetizma, manyetik alan tarafından oluşturulan fiziksel bir olgudur. Elektrik akımı ya da temel bir parçacık herhangi bir manyetik alan yaratabilir. Bu manyetik alan aynı zamanda diğer akımları ve manyetik momentleri de etkiler. Manyetik alan her maddeyi belli bir ölçüde etkiler. Kalıcı mıknatıslar üzerindeki etkisi en çok bilinen bir durumdur. Kalıcı mıknatıslar ferromanyetizmadan dolayı kalıcı manyetik momente sahiptir. Ferromanyetizma kelimesinde yer alan “ferro” ön eki demir elementinin isminden türetilmiştir. Çünkü kalıcı mıknatıs ilk olarak “manyetit – Fe3O4” adı verilen demir elementinin doğal bir formu olarak gözlemlenmiştir. Çoğu madde kalıcı momente sahip değildir. Bazıları manyetik alan tarafından çekilirken (paramanyetizm); bazıları manyetik alan tarafından itilir (diyamanyetizm). Bazıları ise herhangi bir manyetik alana maruz kaldığında daha karmaşık durumlara sevk olur (antiferromanyetizma ve spin camı davranışı). Manyetik alan tarafından ihmal edilecek ölçüde etkilenen maddeler ise manyetik olmayan maddeler olarak bilinir. Bunlar bakır, aliminyum, gazlar ve plastiktir. Ayrıca, saf oksijen sıvı hale kadar soğutulduğunda manyetik özellikler gösterir.",Magnetism,"Manyetizma, manyetik alan tarafından oluşturulan fiziksel bir olgudur. Elektrik akımı ya da temel bir parçacık herhangi bir manyetik alan yaratabilir. Bu manyetik alan aynı zamanda diğer akımları ve manyetik momentleri de etkiler. Manyetik alan her maddeyi belli bir ölçüde etkiler. Kalıcı mıknatıslar üzerindeki etkisi en çok bilinen bir durumdur. Kalıcı mıknatıslar ferromanyetizmadan dolayı kalıcı manyetik momente sahiptir. Ferromanyetizma kelimesinde yer alan ""ferro"" ön eki demir elementinin isminden türetilmiştir. Çünkü kalıcı mıknatıs ilk olarak ""manyetit - Fe3O4"" adı verilen demir elementinin doğal bir formu olarak gözlemlenmiştir. Çoğu madde kalıcı momente sahip değildir. Bazıları manyetik alan tarafından çekilirken (paramanyetizm); bazıları manyetik alan tarafından itilir (diyamanyetizm). Bazıları ise herhangi bir manyetik alana maruz kaldığında daha karmaşık durumlara sevk olur (antiferromanyetizma ve spin camı davranışı). Manyetik alan tarafından ihmal edilecek ölçüde etkilenen maddeler ise manyetik olmayan maddeler olarak bilinir. Bunlar bakır, aliminyum, gazlar ve plastiktir. Ayrıca, saf oksijen sıvı hale kadar soğutulduğunda manyetik özellikler gösterir."
mwMQ_382,"İçinde Antik Çin, en erken edebi referans için manyetizma yalanlar içinde bir 4. yüzyıl M. Ö. kitap ismini kendi yazar, Bu Ana Şeytan Vadisi.[3] 2. yüzyıl M. Ö. yıllıklar, Lüshi Chunqiu, not: ""Mıknatıs taşı yapar demir yaklaşım, ya da çeker.""[4] En erken söz cazibe bir iğne bir 1. yüzyıl iş Lunheng (Dengeli Soruşturmalar): ""Bir mıknatısın bir iğne çeker.""[5] 11. yüzyılda Çinli bilim adamı Shen Kuo olduğunu ilk kişi yazma – Rüya Havuzu Denemeler – manyetik iğne pusula ve geliştirilmiş doğruluk navigasyon tarafından istihdam astronomik kavramının gerçek Kuzey. Tarafından 12. yüzyılda Çinli olduğu bilinen kullanım mıknatıs pusula navigasyon. Onlar bir heykel yönlü kaşık mıknatıs gibi bir şekilde o kolu kaşık her zaman Güney işaret etti.","In ancient China, the earliest literary reference to magnetism lies in a 4th-century BC book named after its author, The Master of Demon Valley.[3] The 2nd-century BC annals, Lüshi Chunqiu, also notes: ""The lodestone makes iron approach, or it attracts it.""[4] The earliest mention of the attraction of a needle is in a 1st-century work Lunheng (Balanced Inquiries): ""A lodestone attracts a needle.""[5] The 11th-century Chinese scientist Shen Kuo was the first person to write – in the Dream Pool Essays – of the magnetic needle compass and that it improved the accuracy of navigation by employing the astronomical concept of true north. By the 12th century the Chinese were known to use the lodestone compass for navigation. They sculpted a directional spoon from lodestone in such a way that the handle of the spoon always pointed south.","Eski Çin’de, manyetizmanın adının geçtiği ilk eser olan “The Master of Demon Valley” kitabı milattan önce 4. Yüzyıla aittir. Milattan önce 2. yüzyılda yazılmış Lüshi Chunqiu metninde ise şöyle bir not vardır : “Mıknatıs taşı demiri kendisine yaklaştırıyor ya da uzaklaştırıyor”. Bir iğnenin çekimi ile ilgili ilk çalışma 1. Yüzyılda yaşamış Lunheng’e aittir : “Bir mıknatıs taşı iğneyi çekiyor”. 11. yüzyılda yaşamış Çinli bilim adamı Shen Kuo manyetik pusula iğnesi ve bunun kuzeyi gösteren doğruluğunu geliştirme üzerine “Dream Pool Essay” kitabını yazan ilk kişidir. 12. yüzyıla gelindiğinde, Çinliler, yön bulma amacıyla mıknatıs taşı pusulası kullanan bir millet olarak biliniyordu. Çinliler aynı zamanda mıknatıs taşından bir kaşık yaptılar ve kaşığın sapının her zaman güneyi göstermesini sağladılar. ",Magnetism,"Eski Çin'de, manyetizmanın adının geçtiği ilk eser olan ""The Master of Demon Valley"" kitabı milattan önce 4. Yüzyıla aittir. Milattan önce 2. yüzyılda yazılmış Lüshi Chunqiu metninde ise şöyle bir not vardır: ""Mıknatıs taşı demiri kendisine yaklaştırıyor ya da uzaklaştırıyor"". Bir iğnenin çekimi ile ilgili ilk çalışma 1. Yüzyılda yaşamış Lunheng'e aittir : ""Bir mıknatıs taşı iğneyi çekiyor"". 11. yüzyılda yaşamış Çinli bilim adamı Shen Kuo manyetik pusula iğnesi ve bunun kuzeyi gösteren doğruluğunu geliştirme üzerine ""Dream Pool Essay"" kitabını yazan ilk kişidir. 12. yüzyıla gelindiğinde, Çinliler, yön bulma amacıyla mıknatıs taşı pusulası kullanan bir millet olarak biliniyordu. Çinliler aynı zamanda mıknatıs taşından bir kaşık yaptılar ve kaşığın sapının her zaman güneyi göstermesini sağladılar."
mwQg_400,"Alexander Neckamtarafından 1187, ilk olarak Avrupa'ya tarif pusula ve kullanmak için gezinme. 1269 yılında, Peter uzaklıkta bulunan peregrinus de Maricourt yazdığı Epistola de magnete, ilk kaybolmamış tez açıklayan özelliklerini kazanır. İçinde Mars'ın, özellikleri mıknatıslar ve kuru pusula vardı tartıştı tarafından El-Eşref, bir Yemenli fizikçi, astronomve coğrafyacı.[6]","Alexander Neckam, by 1187, was the first in Europe to describe the compass and its use for navigation. In 1269, Peter Peregrinus de Maricourt wrote the Epistola de magnete, the first extant treatise describing the properties of magnets. In 1282, the properties of magnets and the dry compass were discussed by Al-Ashraf, a Yemeni physicist, astronomer, and geographer.[6]","Avrupa kıtasında pusulayı ve bunun yön tayini için kullanımını tanıtan kişi Alexander Neckam’dır (1187). Maricourtlu Peter’ın 1269 yılında mıknatısın özelliklerini tanımladığı “Epistola de magnete” kitabı manyetizma üzerine yazılıp kaybolmamış ilk eserdir. 1282 yılında ise Yemen’li fizikçi, astronom, coğrafyacı Al-Ashraf kuru pusula ve mıknatısın özelliklerini tartışanlardan bir bilim insanıydı.",Magnetism,"Avrupa kıtasında pusulayı ve bunun yön tayini için kullanımını tanıtan kişi Alexander Neckam'dır (1187). Maricourtlu Peter'in 1269 yılında mıknatısın özelliklerini tanımladığı ""Epistola de magnete"" kitabı manyetizma üzerine yazılıp kaybolmamış ilk eserdir. 1282 yılında ise Yemen'li fizikçi, astronom, coğrafyacı El-Eşref kuru pusula ve mıknatısın özelliklerini tartışanlardan bir bilim insanıydı."
mwTg_415,"1600, William Gilbert yayınlanan onun De Magnete, Magneticisque Corporibus, et de Magno Magnete Tellure (Mıknatıs ve Manyetik Gövdeleri ve Büyük Mıknatıs Dünya). Bu iş o açıklar çok onun deneyleri ile onun modeli toprak adlı terrella. Onun deneyleri, onun yaptığı Toprak oldu kendisi manyetik ve bunun sebebi pusulalar sivri north (daha önce, bir kısmı iman, işte buydu kutup yıldızı (Polaris) ya da büyük adada manyetik Kuzey Kutbu çekti pusula).","In 1600, William Gilbert published his De Magnete, Magneticisque Corporibus, et de Magno Magnete Tellure (On the Magnet and Magnetic Bodies, and on the Great Magnet the Earth). In this work he describes many of his experiments with his model earth called the terrella. From his experiments, he concluded that the Earth was itself magnetic and that this was the reason compasses pointed north (previously, some believed that it was the pole star (Polaris) or a large magnetic island on the north pole that attracted the compass).","1600 yılında William Gilbert “De Magnete, Magneticisque Corporibus, et de Magno Magnete Tellure” ( Mıknatıs, Manyetik Cisim ve Büyük Bir Mıknatıs, Dünya ) adlı kitabımı yayımladı. Bu kitabında, terella adı verilen dünya modeli üzerine yaptığı deneysel çalışmalarını tanıttı. Çalışmalarından çıkardığı sonuç şu oldu : Dünyanın bizzat kendisi manyetikti ve pusula iğnesinin kuzeyi göstermesinin nedeni buydu”. ( Daha önceleri bazı insanlar pusula iğnesinin kuzeyi göstermesinin nedenini Kuzey yıldızında ya da kuzey kutbundaki manyetik bir adada görüyordu). ",Magnetism,"1600 yılında William Gilbert ""De Magnete, Magneticisque Corporibus, et de Magno Magnete Tellure"" (Mıknatıs, Manyetik Cisim ve Büyük Bir Mıknatıs, Dünya) adlı kitabını yayımladı. Bu kitabında, terella adı verilen dünya modeli üzerine yaptığı deneysel çalışmalarını tanıttı. Çalışmalarından çıkardığı sonuç şu oldu: Dünyanın bizzat kendisi manyetikti ve pusula iğnesinin kuzeyi göstermesinin nedeni buydu"". (Daha önceleri bazı insanlar pusula iğnesinin kuzeyi göstermesinin nedenini Kuzey yıldızında ya da kuzey kutbundaki manyetik bir adada görüyordu)."
